label_id,image_id,defect_category,defect_type,severity,detection_method,component_id,roi_id,label_status,reviewer,notes
315,PCB_20260517_175702_357910,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
316,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
317,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
318,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
319,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
320,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
321,PCB_20260517_175702_357910,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041035.txt
322,PCB_20260517_175702_398475,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
323,PCB_20260517_175702_398475,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
324,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
325,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
326,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
327,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
328,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
329,PCB_20260517_175702_398475,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041036.txt
330,PCB_20260517_175702_437083,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
331,PCB_20260517_175702_437083,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
332,PCB_20260517_175702_437083,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
333,PCB_20260517_175702_437083,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
334,PCB_20260517_175702_437083,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
335,PCB_20260517_175702_437083,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
336,PCB_20260517_175702_437083,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
337,PCB_20260517_175702_437083,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041037.txt
338,PCB_20260517_175702_472970,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
339,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
340,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
341,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
342,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
343,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
344,PCB_20260517_175702_472970,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041038.txt
345,PCB_20260517_175702_514721,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
346,PCB_20260517_175702_514721,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
347,PCB_20260517_175702_514721,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
348,PCB_20260517_175702_514721,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
349,PCB_20260517_175702_514721,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
350,PCB_20260517_175702_514721,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041039.txt
351,PCB_20260517_175702_551950,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
352,PCB_20260517_175702_551950,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
353,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
354,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
355,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
356,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
357,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
358,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
359,PCB_20260517_175702_551950,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041040.txt
360,PCB_20260517_175702_590237,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
361,PCB_20260517_175702_590237,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
362,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
363,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
364,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
365,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
366,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
367,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
368,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
369,PCB_20260517_175702_590237,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041041.txt
370,PCB_20260517_175702_625072,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
371,PCB_20260517_175702_625072,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
372,PCB_20260517_175702_625072,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
373,PCB_20260517_175702_625072,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
374,PCB_20260517_175702_625072,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
375,PCB_20260517_175702_625072,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
376,PCB_20260517_175702_625072,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
377,PCB_20260517_175702_625072,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041042.txt
378,PCB_20260517_175702_665393,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
379,PCB_20260517_175702_665393,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
380,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
381,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
382,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
383,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
384,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
385,PCB_20260517_175702_665393,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
386,PCB_20260517_175702_665393,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
387,PCB_20260517_175702_665393,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041043.txt
388,PCB_20260517_175702_711242,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
389,PCB_20260517_175702_711242,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
390,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
391,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
392,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
393,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
394,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
395,PCB_20260517_175702_711242,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041044.txt
396,PCB_20260517_175702_751109,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
397,PCB_20260517_175702_751109,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
398,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
399,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
400,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
401,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
402,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
403,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
404,PCB_20260517_175702_751109,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041045.txt
405,PCB_20260517_175702_790192,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
406,PCB_20260517_175702_790192,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
407,PCB_20260517_175702_790192,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
408,PCB_20260517_175702_790192,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
409,PCB_20260517_175702_790192,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
410,PCB_20260517_175702_790192,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041046.txt
411,PCB_20260517_175702_826434,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
412,PCB_20260517_175702_826434,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
413,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
414,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
415,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
416,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
417,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
418,PCB_20260517_175702_826434,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
419,PCB_20260517_175702_826434,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
420,PCB_20260517_175702_826434,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041047.txt
421,PCB_20260517_175702_858728,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
422,PCB_20260517_175702_858728,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
423,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
424,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
425,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Spurious Copper,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
426,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
427,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
428,PCB_20260517_175702_858728,PCB / Pad / Surface Defect,Mouse Bite,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041048.txt
429,PCB_20260517_175702_890527,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
430,PCB_20260517_175702_890527,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
431,PCB_20260517_175702_890527,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
432,PCB_20260517_175702_890527,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
433,PCB_20260517_175702_890527,PCB / Pad / Surface Defect,Pin Hole,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
434,PCB_20260517_175702_890527,Electrical / Circuit Defect,Open Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
435,PCB_20260517_175702_890527,Electrical / Circuit Defect,Short Circuit,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
436,PCB_20260517_175702_890527,PCB / Pad / Surface Defect,Spur,Unknown,AOI / Visual,unknown,bbox,pending,auto_import,Imported from DeepPCB annotation file: 00041049.txt
